Experiment,Problem,Type,Delta,Time,PlanLength,PlanningTime,HeuristicTime,SearchTime,ExpandedNodes,StatesEvaluated,PlanDuration
Baxter,P6_i5,PLAN,5,261,167,167,9,22,8,47,16.1
Baxter,P6_i5,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P6_i5,DOMAIN,5,260,171,176,12,31,40,81,16.1
Baxter,P6_i5,DOMAIN,10,275,221,179,14,29,45,85,21.1
Baxter,P7_i1,SIMU,5,269,20,180,19,37,40,136,40
Baxter,P7_i1,SIMU,10,264,11,173,11,24,7,53,30
Baxter,P7_i1,PLAN,5,280,319,190,25,43,17,133,30.5
Baxter,P7_i1,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i1,DOMAIN,5,315,178,202,17,38,45,94,16.7
Baxter,P7_i1,DOMAIN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i2,SIMU,5,323,14,217,45,64,183,567,35
Baxter,P7_i2,SIMU,10,280,20,193,35,52,90,337,60
Baxter,P7_i2,PLAN,5,284,258,183,14,35,14,85,25.3
Baxter,P7_i2,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i2,DOMAIN,5,302,264,219,33,64,151,294,25.3
Baxter,P7_i2,DOMAIN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i3,SIMU,5,308,20,205,24,36,20,138,40
Baxter,P7_i3,SIMU,10,267,7,175,12,23,11,58,30
Baxter,P7_i3,PLAN,5,284,191,193,12,30,8,55,18.2
Baxter,P7_i3,PLAN,10,286,191,188,12,29,6,51,18.2
Baxter,P7_i3,DOMAIN,5,320,207,221,26,54,95,167,19.8
Baxter,P7_i3,DOMAIN,10,297,205,206,18,44,71,118,19.8
Baxter,P7_i4,SIMU,5,285,16,191,25,38,39,154,25
Baxter,P7_i4,SIMU,10,279,12,179,13,26,10,78,30
Baxter,P7_i4,PLAN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,10,268,253,183,15,34,9,77,24.3
Baxter,P7_i4,DOMAIN,5,309,264,221,29,67,183,350,24.9
Baxter,P7_i4,DOMAIN,10,285,255,199,21,48,79,150,24.3
Baxter,P7_i5,SIMU,5,279,32,196,42,58,146,422,60
Baxter,P7_i5,SIMU,10,331,45,249,91,113,610,1421,120
Baxter,P7_i5,PLAN,5,279,467,197,24,52,34,197,45.1
Baxter,P7_i5,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,0.5,1070,24,964,387,835,98284,157702,9.5
Descent,prob_earth01.pddl,SIMU,1,255,15,172,29,62,2364,3799,10
Descent,prob_earth01.pddl,SIMU,2,1688,24,1596,834,1482,274887,433810,30
Descent,prob_earth01.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,0.5,1304,100,1216,369,1087,94932,152140,9.5
Descent,prob_earth01.pddl,PLAN,1,277,105,190,33,82,2753,4430,10
Descent,prob_earth01.pddl,PLAN,2,315,167,230,25,122,4251,6770,16
Descent,prob_earth01.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,0.1,548,205,460,74,342,7041,11498,10
Descent,prob_earth01.pddl,DOMAIN,0.2,526,155,444,70,332,7041,11498,10
Descent,prob_earth01.pddl,DOMAIN,0.5,542,125,455,77,336,7041,11498,10
Descent,prob_earth01.pddl,DOMAIN,1,523,115,437,72,322,7041,11498,10
Descent,prob_earth01.pddl,DOMAIN,2,1108,280,1031,281,915,61789,84207,26
Descent,prob_earth01.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,0.5,9419,30,9318,4943,9201,1553072,2501231,13.5
Descent,prob_earth02.pddl,SIMU,1,439,20,350,91,233,20107,32459,15
Descent,prob_earth02.pddl,SIMU,2,322,17,232,50,118,8541,13632,20
Descent,prob_earth02.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,0.5,28544,140,28424,11859,28312,3928086,6269044,13.5
Descent,prob_earth02.pddl,PLAN,1,486,155,398,83,283,19193,30921,15
Descent,prob_earth02.pddl,PLAN,2,489,267,410,80,296,16410,25905,26
Descent,prob_earth02.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,DOMAIN,0.1,1189,305,1111,326,992,72099,116322,15
Descent,prob_earth02.pddl,DOMAIN,0.2,1191,230,1085,299,960,72099,116322,15
Descent,prob_earth02.pddl,DOMAIN,0.5,1106,185,1026,312,907,72099,116322,15
Descent,prob_earth02.pddl,DOMAIN,1,1104,170,1008,320,889,72099,116322,15
Descent,prob_earth02.pddl,DOMAIN,2,3550,385,3450,1025,3330,292365,402959,36
Descent,prob_earth02.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,0.5,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,1,775,23,691,288,566,71634,115207,18
Descent,prob_earth03.pddl,SIMU,2,275,15,192,33,77,3072,4965,20
Descent,prob_earth03.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,0.5,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,1,1164,185,1082,325,960,95128,153929,18
Descent,prob_earth03.pddl,PLAN,2,455,265,373,53,252,12046,19449,26
Descent,prob_earth03.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,0.1,4444,365,4361,1265,4245,312515,503118,18
Descent,prob_earth03.pddl,DOMAIN,0.2,3845,275,3760,1249,3641,312515,503118,18
Descent,prob_earth03.pddl,DOMAIN,0.5,3746,221,3645,1196,3527,312515,503118,18
Descent,prob_earth03.pddl,DOMAIN,1,3999,203,3902,1290,3788,312515,503118,18
Descent,prob_earth03.pddl,DOMAIN,2,664,215,579,98,464,13034,18356,20
Descent,prob_earth03.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,0.5,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,1,2114,25,2018,1001,1889,311299,501988,20
Descent,prob_earth04.pddl,SIMU,2,427,18,339,102,227,14104,22738,26
Descent,prob_earth04.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,0.5,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,1,2385,205,2290,738,2161,234582,379647,20
Descent,prob_earth04.pddl,PLAN,2,311,205,220,31,103,2950,4763,20
Descent,prob_earth04.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,DOMAIN,0.1,6971,405,6865,1998,6753,539155,872252,20
Descent,prob_earth04.pddl,DOMAIN,0.2,6671,305,6565,2070,6446,539155,872252,20
Descent,prob_earth04.pddl,DOMAIN,0.5,6527,245,6410,2167,6290,539155,872252,20
Descent,prob_earth04.pddl,DOMAIN,1,6337,225,6231,2093,6113,539155,872252,20
Descent,prob_earth04.pddl,DOMAIN,2,575,236,469,118,355,21520,30173,22
Descent,prob_earth04.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,0.5,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,1,5465,28,5370,2852,5252,917369,1480275,23
Descent,prob_earth05.pddl,SIMU,2,339,18,255,62,145,10905,17546,26
Descent,prob_earth05.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,0.5,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,1,7548,235,7448,2528,7324,820085,1325924,23
Descent,prob_earth05.pddl,PLAN,2,1996,365,1905,416,1793,143313,230144,36
Descent,prob_earth05.pddl,PLAN,5,251,507,170,17,57,619,956,50
Descent,prob_earth05.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,0.1,40499,465,40345,12636,40222,3354133,5392096,23
Descent,prob_earth05.pddl,DOMAIN,0.2,39491,350,39352,12894,39232,3354133,5392096,23
Descent,prob_earth05.pddl,DOMAIN,0.5,37072,281,36921,12788,36798,3354133,5392096,23
Descent,prob_earth05.pddl,DOMAIN,1,36836,258,36682,12412,36565,3354133,5392096,23
Descent,prob_earth05.pddl,DOMAIN,2,909,278,836,247,716,61005,85226,26
Descent,prob_earth05.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,0.5,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,1,25557,30,25378,12487,25242,4025044,6527563,25
Descent,prob_earth06.pddl,SIMU,2,1130,23,1047,503,931,151157,242737,36
Descent,prob_earth06.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,0.5,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,1,28632,255,28513,9601,28387,3036631,4913146,25
Descent,prob_earth06.pddl,PLAN,2,3085,307,2986,684,2871,245655,388326,30
Descent,prob_earth06.pddl,PLAN,5,262,457,177,11,59,619,958,45
Descent,prob_earth06.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,0.1,62476,505,62317,18991,62196,4980019,8047655,25
Descent,prob_earth06.pddl,DOMAIN,0.2,59165,380,59025,18880,58904,4980019,8047655,25
Descent,prob_earth06.pddl,DOMAIN,0.5,57154,305,57019,19006,56901,4980019,8047655,25
Descent,prob_earth06.pddl,DOMAIN,1,56598,280,56480,19121,56355,4980019,8047655,25
Descent,prob_earth06.pddl,DOMAIN,2,996,278,902,276,781,64927,91069,26
Descent,prob_earth06.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,10,TO,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,0.1,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,0.2,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,0.5,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,1,58309,33,58154,29264,58027,9205331,14742807,28
Descent,prob_earth07.pddl,SIMU,2,1114,23,1035,497,918,147401,236389,36
Descent,prob_earth07.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,0.5,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,1,119547,285,119371,40800,119242,12398613,20095864,28
Descent,prob_earth07.pddl,PLAN,2,715,305,632,137,502,30152,47863,30
Descent,prob_earth07.pddl,PLAN,5,263,507,177,6,61,679,1050,50
Descent,prob_earth07.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,0.1,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,0.2,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,0.5,,-,-,-,-,-,-,-
