Experiment,Problem,Type,Delta,Time,PlanLength,PlanningTime,HeuristicTime,SearchTime,ExpandedNodes,StatesEvaluated,PlanDuration
Baxter,P7_i4,PLAN,1,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,2,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,3,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,50,TO,-,-,-,-,-,-,-
Baxter,P7_i4,PLAN,100,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,1,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,2,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,3,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,50,TO,-,-,-,-,-,-,-
Baxter,P7_i4,DOMAIN,100,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,1,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,2,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,3,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,5,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,10,TO,-,-,-,-,-,-,-
Baxter,P7_i5,SIMU,50,2577,15,2498,2236,2362,11026,24519,100
Baxter,P7_i5,SIMU,100,2668,15,2570,2295,2437,11026,24519,200
Baxter,P7_i5,PLAN,1,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,2,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,3,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,50,TO,-,-,-,-,-,-,-
Baxter,P7_i5,PLAN,100,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,1,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,2,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,3,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,5,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,10,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,50,TO,-,-,-,-,-,-,-
Baxter,P7_i5,DOMAIN,100,TO,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,1,218,15,132,15,28,113,178,10
Descent,prob_earth01.pddl,SIMU,2,229,28,139,14,28,109,166,30
Descent,prob_earth01.pddl,SIMU,3,216,10,129,6,15,18,32,15
Descent,prob_earth01.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,1,218,15,134,14,28,113,178,10
Descent,prob_earth01.pddl,PLAN,2,220,57,136,18,32,135,204,40
Descent,prob_earth01.pddl,PLAN,3,191,20,121,7,16,22,36,15
Descent,prob_earth01.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,1,211,17,127,7,18,24,43,7
Descent,prob_earth01.pddl,DOMAIN,2,215,20,130,10,23,49,70,10
Descent,prob_earth01.pddl,DOMAIN,3,248,55,162,37,53,379,471,33
Descent,prob_earth01.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth01.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,1,220,21,134,19,28,102,169,16
Descent,prob_earth02.pddl,SIMU,2,214,17,129,15,25,85,141,20
Descent,prob_earth02.pddl,SIMU,3,333,26,142,20,39,239,364,45
Descent,prob_earth02.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,1,219,21,133,15,28,102,169,16
Descent,prob_earth02.pddl,PLAN,2,218,27,132,10,27,84,142,20
Descent,prob_earth02.pddl,PLAN,3,318,53,142,20,37,152,233,42
Descent,prob_earth02.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,DOMAIN,1,217,35,147,24,39,150,241,15
Descent,prob_earth02.pddl,DOMAIN,2,224,29,139,19,30,101,137,16
Descent,prob_earth02.pddl,DOMAIN,3,258,63,157,30,49,301,379,39
Descent,prob_earth02.pddl,DOMAIN,5,249,43,163,37,53,313,376,30
Descent,prob_earth02.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth02.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,1,322,22,160,29,55,521,803,17
Descent,prob_earth03.pddl,SIMU,2,216,16,130,12,26,81,138,22
Descent,prob_earth03.pddl,SIMU,3,329,20,228,88,125,2202,3284,33
Descent,prob_earth03.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,1,320,22,161,37,56,521,803,17
Descent,prob_earth03.pddl,PLAN,2,215,25,130,11,27,75,128,20
Descent,prob_earth03.pddl,PLAN,3,328,37,153,29,47,268,413,30
Descent,prob_earth03.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,1,251,35,167,42,59,386,593,15
Descent,prob_earth03.pddl,DOMAIN,2,229,32,144,21,36,115,162,18
Descent,prob_earth03.pddl,DOMAIN,3,229,39,144,22,36,129,164,24
Descent,prob_earth03.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth03.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,1,334,30,173,38,60,571,872,23
Descent,prob_earth04.pddl,SIMU,2,209,20,139,14,32,145,235,26
Descent,prob_earth04.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,1,326,30,167,42,62,571,872,23
Descent,prob_earth04.pddl,PLAN,2,218,33,133,11,29,91,153,26
Descent,prob_earth04.pddl,PLAN,3,213,29,128,10,21,37,66,24
Descent,prob_earth04.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,DOMAIN,1,290,49,205,61,91,804,1218,21
Descent,prob_earth04.pddl,DOMAIN,2,230,35,144,25,36,108,156,20
Descent,prob_earth04.pddl,DOMAIN,3,361,67,288,148,180,2087,2506,42
Descent,prob_earth04.pddl,DOMAIN,5,337,41,250,112,143,1278,1452,30
Descent,prob_earth04.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth04.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,1,327,32,172,42,69,751,1147,25
Descent,prob_earth05.pddl,SIMU,2,218,18,131,13,26,88,150,26
Descent,prob_earth05.pddl,SIMU,3,215,18,131,12,26,94,154,33
Descent,prob_earth05.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,1,317,32,173,49,69,751,1147,25
Descent,prob_earth05.pddl,PLAN,2,217,31,132,13,24,59,103,26
Descent,prob_earth05.pddl,PLAN,3,327,53,242,97,138,1708,2546,42
Descent,prob_earth05.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,1,296,53,211,76,102,1070,1627,23
Descent,prob_earth05.pddl,DOMAIN,2,251,38,151,28,42,199,272,22
Descent,prob_earth05.pddl,DOMAIN,3,498,61,411,244,304,5307,6483,39
Descent,prob_earth05.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth05.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,1,330,30,184,55,77,803,1223,25
Descent,prob_earth06.pddl,SIMU,2,327,32,152,29,49,418,634,42
Descent,prob_earth06.pddl,SIMU,3,825,27,745,496,640,21717,32541,54
Descent,prob_earth06.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,1,265,30,181,50,77,803,1223,25
Descent,prob_earth06.pddl,PLAN,2,322,51,162,30,49,293,453,40
Descent,prob_earth06.pddl,PLAN,3,763,48,671,465,562,6562,9793,39
Descent,prob_earth06.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,1,331,53,245,103,136,1262,1897,24
Descent,prob_earth06.pddl,DOMAIN,2,246,47,146,22,38,144,196,28
Descent,prob_earth06.pddl,DOMAIN,3,261,65,177,54,70,526,652,42
Descent,prob_earth06.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth06.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,1,235,32,166,41,61,477,732,27
Descent,prob_earth07.pddl,SIMU,2,320,31,219,90,114,1504,2233,40
Descent,prob_earth07.pddl,SIMU,3,222,22,137,20,32,153,239,45
Descent,prob_earth07.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,1,316,32,172,41,67,477,732,27
Descent,prob_earth07.pddl,PLAN,2,315,49,140,18,35,133,216,40
Descent,prob_earth07.pddl,PLAN,3,218,51,149,28,42,180,280,42
Descent,prob_earth07.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,1,359,57,274,134,166,1235,1866,26
Descent,prob_earth07.pddl,DOMAIN,2,238,47,153,32,46,195,267,28
Descent,prob_earth07.pddl,DOMAIN,3,276,61,192,63,85,640,775,39
Descent,prob_earth07.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth07.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,SIMU,1,339,35,158,27,51,317,496,30
Descent,prob_earth08.pddl,SIMU,2,319,20,143,23,38,217,353,30
Descent,prob_earth08.pddl,SIMU,3,344,22,196,56,89,1336,1991,39
Descent,prob_earth08.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,PLAN,1,339,35,163,34,51,317,496,30
Descent,prob_earth08.pddl,PLAN,2,333,51,154,24,45,265,423,42
Descent,prob_earth08.pddl,PLAN,3,336,46,146,24,40,176,284,39
Descent,prob_earth08.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,DOMAIN,1,301,59,214,81,107,862,1310,27
Descent,prob_earth08.pddl,DOMAIN,2,229,53,145,22,36,122,171,32
Descent,prob_earth08.pddl,DOMAIN,3,236,45,146,25,39,145,185,30
Descent,prob_earth08.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth08.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,SIMU,1,346,39,227,81,115,2580,3866,32
Descent,prob_earth09.pddl,SIMU,2,323,20,147,21,40,251,388,30
Descent,prob_earth09.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,PLAN,1,336,39,221,80,116,2580,3866,32
Descent,prob_earth09.pddl,PLAN,2,328,51,152,27,48,277,434,42
Descent,prob_earth09.pddl,PLAN,3,342,53,181,42,68,617,930,46
Descent,prob_earth09.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,DOMAIN,1,480,67,391,226,283,4787,7111,30
Descent,prob_earth09.pddl,DOMAIN,2,254,53,154,26,46,206,284,32
Descent,prob_earth09.pddl,DOMAIN,3,343,67,257,116,149,1716,2080,42
Descent,prob_earth09.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth09.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,SIMU,1,328,37,182,59,76,993,1487,32
Descent,prob_earth10.pddl,SIMU,2,215,23,130,13,26,76,135,36
Descent,prob_earth10.pddl,SIMU,3,221,18,135,17,31,126,202,39
Descent,prob_earth10.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,PLAN,1,323,37,178,51,74,993,1487,32
Descent,prob_earth10.pddl,PLAN,2,205,49,133,15,30,89,152,42
Descent,prob_earth10.pddl,PLAN,3,340,49,180,47,74,818,1218,42
Descent,prob_earth10.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,DOMAIN,1,429,67,340,185,232,2877,4293,31
Descent,prob_earth10.pddl,DOMAIN,2,268,70,184,53,76,595,779,42
Descent,prob_earth10.pddl,DOMAIN,3,430,61,341,171,228,3905,4743,39
Descent,prob_earth10.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth10.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,SIMU,1,222,40,136,16,29,77,141,35
Descent,prob_earth11.pddl,SIMU,2,318,23,143,20,39,219,349,36
Descent,prob_earth11.pddl,SIMU,3,434,29,345,163,239,8978,13474,54
Descent,prob_earth11.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,PLAN,1,221,40,135,16,29,77,141,35
Descent,prob_earth11.pddl,PLAN,2,227,41,141,22,36,118,191,36
Descent,prob_earth11.pddl,PLAN,3,335,54,204,68,99,1496,2230,49
Descent,prob_earth11.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,DOMAIN,1,347,69,261,118,152,1350,2019,32
Descent,prob_earth11.pddl,DOMAIN,2,323,72,238,92,129,1292,1661,42
Descent,prob_earth11.pddl,DOMAIN,3,372,71,286,143,177,2123,2570,48
Descent,prob_earth11.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth11.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,SIMU,1,345,44,257,99,151,4175,6202,37
Descent,prob_earth12.pddl,SIMU,2,768,35,686,414,577,39812,59109,48
Descent,prob_earth12.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,PLAN,1,357,44,256,102,151,4175,6202,37
Descent,prob_earth12.pddl,PLAN,2,336,51,177,44,68,621,952,44
Descent,prob_earth12.pddl,PLAN,3,213,49,140,18,31,86,148,42
Descent,prob_earth12.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,DOMAIN,1,619,77,529,351,420,7863,11709,35
Descent,prob_earth12.pddl,DOMAIN,2,377,72,291,147,183,2124,2710,42
Descent,prob_earth12.pddl,DOMAIN,3,246,57,148,22,40,135,182,39
Descent,prob_earth12.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth12.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,SIMU,1,341,42,208,59,96,1414,2099,37
Descent,prob_earth13.pddl,SIMU,2,216,25,130,13,26,78,139,40
Descent,prob_earth13.pddl,SIMU,3,328,25,196,62,91,1682,2526,48
Descent,prob_earth13.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,PLAN,1,322,42,190,56,86,1414,2099,37
Descent,prob_earth13.pddl,PLAN,2,321,53,175,44,70,750,1128,44
Descent,prob_earth13.pddl,PLAN,3,324,44,148,26,45,206,326,39
Descent,prob_earth13.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,DOMAIN,1,484,75,393,227,279,3991,5939,35
Descent,prob_earth13.pddl,DOMAIN,2,334,73,230,96,122,1255,1635,44
Descent,prob_earth13.pddl,DOMAIN,3,535,77,446,282,338,6619,8084,51
Descent,prob_earth13.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth13.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,SIMU,1,443,46,352,167,246,8438,12551,39
Descent,prob_earth14.pddl,SIMU,2,344,25,151,24,41,218,355,40
Descent,prob_earth14.pddl,SIMU,3,740,28,663,425,556,25341,38191,57
Descent,prob_earth14.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,PLAN,1,444,46,355,173,250,8438,12551,39
Descent,prob_earth14.pddl,PLAN,2,325,53,195,60,90,1329,1984,44
Descent,prob_earth14.pddl,PLAN,3,329,53,165,34,61,422,661,46
Descent,prob_earth14.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,DOMAIN,1,849,83,771,561,662,16531,24600,38
Descent,prob_earth14.pddl,DOMAIN,2,385,73,297,165,189,2260,2918,44
Descent,prob_earth14.pddl,DOMAIN,3,260,63,175,47,65,409,514,42
Descent,prob_earth14.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth14.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,SIMU,1,346,44,250,100,145,3402,5091,39
Descent,prob_earth15.pddl,SIMU,2,331,25,156,32,49,378,593,40
Descent,prob_earth15.pddl,SIMU,3,326,22,150,28,44,303,471,45
Descent,prob_earth15.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,PLAN,1,350,44,258,97,143,3402,5091,39
Descent,prob_earth15.pddl,PLAN,2,338,53,192,52,81,833,1282,46
Descent,prob_earth15.pddl,PLAN,3,326,49,165,39,62,456,702,42
Descent,prob_earth15.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,DOMAIN,1,615,79,521,349,413,8642,12825,37
Descent,prob_earth15.pddl,DOMAIN,2,246,65,160,35,52,243,328,40
Descent,prob_earth15.pddl,DOMAIN,3,754,79,679,478,571,15799,19516,54
Descent,prob_earth15.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,DOMAIN,10,,-,-,-,-,-,-,-
