Experiment,Problem,Type,Delta,Time,PlanLength,PlanningTime,HeuristicTime,SearchTime,ExpandedNodes,StatesEvaluated,PlanDuration
Descent,prob_earth15.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth15.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,SIMU,1,471,46,380,193,271,10049,14906,41
Descent,prob_earth16.pddl,SIMU,2,327,29,181,52,77,1037,1559,44
Descent,prob_earth16.pddl,SIMU,3,330,29,227,80,120,3339,5014,54
Descent,prob_earth16.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,PLAN,1,510,46,420,224,313,10049,14906,41
Descent,prob_earth16.pddl,PLAN,2,325,53,179,50,73,816,1243,46
Descent,prob_earth16.pddl,PLAN,3,338,56,189,45,78,898,1367,49
Descent,prob_earth16.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,DOMAIN,1,998,83,921,690,809,21918,32582,39
Descent,prob_earth16.pddl,DOMAIN,2,253,65,167,35,56,253,339,40
Descent,prob_earth16.pddl,DOMAIN,3,301,71,208,72,96,753,934,48
Descent,prob_earth16.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth16.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,SIMU,1,338,49,220,77,115,2426,3604,42
Descent,prob_earth17.pddl,SIMU,2,347,32,185,56,80,991,1485,46
Descent,prob_earth17.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,PLAN,1,334,49,230,83,117,2426,3604,42
Descent,prob_earth17.pddl,PLAN,2,330,53,184,51,79,1008,1520,46
Descent,prob_earth17.pddl,PLAN,3,329,55,182,54,77,847,1289,46
Descent,prob_earth17.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,DOMAIN,1,639,89,563,386,453,8753,13033,41
Descent,prob_earth17.pddl,DOMAIN,2,345,76,258,124,149,1492,1947,46
Descent,prob_earth17.pddl,DOMAIN,3,325,63,240,103,129,1196,1470,42
Descent,prob_earth17.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth17.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,SIMU,1,616,51,525,299,418,18406,27225,44
Descent,prob_earth18.pddl,SIMU,2,320,31,205,63,99,1966,2955,48
Descent,prob_earth18.pddl,SIMU,3,322,23,146,24,41,240,392,48
Descent,prob_earth18.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,PLAN,1,622,51,532,319,427,18406,27225,44
Descent,prob_earth18.pddl,PLAN,2,339,55,208,62,102,1611,2411,46
Descent,prob_earth18.pddl,PLAN,3,329,57,213,68,107,1667,2519,52
Descent,prob_earth18.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,DOMAIN,1,1450,93,1371,1114,1264,38413,56934,43
Descent,prob_earth18.pddl,DOMAIN,2,336,78,248,116,141,1306,1691,46
Descent,prob_earth18.pddl,DOMAIN,3,354,75,265,123,157,1507,1858,51
Descent,prob_earth18.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth18.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,SIMU,1,401,50,280,107,167,4454,6619,43
Descent,prob_earth19.pddl,SIMU,2,324,29,237,88,126,2765,4137,44
Descent,prob_earth19.pddl,SIMU,3,445,28,355,169,245,9317,14016,57
Descent,prob_earth19.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,PLAN,1,390,50,283,121,176,4454,6619,43
Descent,prob_earth19.pddl,PLAN,2,329,55,172,39,61,450,695,48
Descent,prob_earth19.pddl,PLAN,3,331,55,212,61,103,1544,2337,48
Descent,prob_earth19.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,DOMAIN,1,792,89,713,514,599,13816,20433,42
Descent,prob_earth19.pddl,DOMAIN,2,251,68,165,39,57,244,330,42
Descent,prob_earth19.pddl,DOMAIN,3,414,67,327,185,218,2657,3251,45
Descent,prob_earth19.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth19.pddl,DOMAIN,100,,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,SIMU,1,230,45,141,19,30,46,90,42
Descent,prob_earth20.pddl,SIMU,2,427,32,336,154,230,8607,12936,46
Descent,prob_earth20.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,SIMU,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,PLAN,1,309,45,133,19,29,46,90,42
Descent,prob_earth20.pddl,PLAN,2,220,45,134,13,23,25,48,42
Descent,prob_earth20.pddl,PLAN,3,227,45,135,9,20,18,34,42
Descent,prob_earth20.pddl,PLAN,5,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,PLAN,10,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,DOMAIN,1,2182,95,2098,1773,1992,60934,90212,45
Descent,prob_earth20.pddl,DOMAIN,2,290,68,189,60,81,483,637,42
Descent,prob_earth20.pddl,DOMAIN,3,400,77,307,142,193,3866,4755,54
Descent,prob_earth20.pddl,DOMAIN,5,TO,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,DOMAIN,10,,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,DOMAIN,50,,-,-,-,-,-,-,-
Descent,prob_earth20.pddl,DOMAIN,100,,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,SIMU,1,215,17,130,11,23,54,120,10
HVAC,instance_1_1.pddl,SIMU,2,192,11,123,9,18,34,72,10
HVAC,instance_1_1.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,SIMU,5,227,16,139,8,28,112,200,10
HVAC,instance_1_1.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,PLAN,1,216,17,130,13,23,54,120,10
HVAC,instance_1_1.pddl,PLAN,2,362,18,172,33,68,1024,1880,10
HVAC,instance_1_1.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,PLAN,5,321,20,174,37,69,1187,2118,10
HVAC,instance_1_1.pddl,PLAN,10,321,20,177,32,71,1107,1977,10
HVAC,instance_1_1.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,DOMAIN,1,221,30,136,13,25,52,121,10
HVAC,instance_1_1.pddl,DOMAIN,2,235,23,150,21,41,254,440,10
HVAC,instance_1_1.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,DOMAIN,5,277,22,191,49,75,1124,1911,10
HVAC,instance_1_1.pddl,DOMAIN,10,276,21,188,52,81,1242,2028,10
HVAC,instance_1_1.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_1.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,SIMU,1,1038,174,962,788,841,4800,8852,100
HVAC,instance_1_10.pddl,SIMU,2,388,69,298,145,178,681,1321,100
HVAC,instance_1_10.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,SIMU,5,480,134,386,220,258,3606,5349,100
HVAC,instance_1_10.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,PLAN,1,1047,174,969,801,850,4800,8852,100
HVAC,instance_1_10.pddl,PLAN,2,887,139,795,624,672,3604,6657,100
HVAC,instance_1_10.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,PLAN,5,967,159,876,706,757,4095,7325,100
HVAC,instance_1_10.pddl,PLAN,10,1019,135,945,769,825,4301,7885,100
HVAC,instance_1_10.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,DOMAIN,1,1332,272,1255,1078,1132,4527,8371,100
HVAC,instance_1_10.pddl,DOMAIN,2,1487,191,1411,1239,1286,4852,8761,100
HVAC,instance_1_10.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,DOMAIN,5,1102,183,1026,862,898,3158,5352,100
HVAC,instance_1_10.pddl,DOMAIN,10,1442,145,1367,1190,1243,4874,8190,100
HVAC,instance_1_10.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_10.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,SIMU,1,1363,185,1268,1083,1140,4814,8917,110
HVAC,instance_1_11.pddl,SIMU,2,461,74,354,201,227,665,1297,110
HVAC,instance_1_11.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,SIMU,5,554,154,465,290,342,4077,6079,110
HVAC,instance_1_11.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,PLAN,1,1346,185,1264,1085,1138,4814,8917,110
HVAC,instance_1_11.pddl,PLAN,2,1137,154,1044,872,918,4493,8254,110
HVAC,instance_1_11.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,PLAN,5,1197,178,1121,946,998,4784,8539,110
HVAC,instance_1_11.pddl,PLAN,10,1311,150,1237,1051,1113,5242,9591,110
HVAC,instance_1_11.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,DOMAIN,1,1660,293,1584,1407,1457,4542,8438,110
HVAC,instance_1_11.pddl,DOMAIN,2,1817,211,1741,1549,1612,5663,10194,110
HVAC,instance_1_11.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,DOMAIN,5,1371,202,1281,1098,1154,3657,6209,110
HVAC,instance_1_11.pddl,DOMAIN,10,1861,161,1783,1586,1657,6014,10090,110
HVAC,instance_1_11.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_11.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,SIMU,1,1674,206,1597,1412,1474,5850,10783,120
HVAC,instance_1_12.pddl,SIMU,2,440,81,347,195,223,677,1345,120
HVAC,instance_1_12.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,SIMU,5,624,161,531,367,408,4407,6575,120
HVAC,instance_1_12.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,PLAN,1,1668,206,1592,1408,1468,5850,10783,120
HVAC,instance_1_12.pddl,PLAN,2,1371,169,1295,1132,1173,4730,8702,120
HVAC,instance_1_12.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,PLAN,5,1509,193,1417,1242,1293,6257,11125,120
HVAC,instance_1_12.pddl,PLAN,10,1649,167,1573,1371,1444,6878,12498,120
HVAC,instance_1_12.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,DOMAIN,1,2017,324,1942,1753,1816,5582,10280,120
HVAC,instance_1_12.pddl,DOMAIN,2,2301,231,2224,2044,2095,6006,10819,120
HVAC,instance_1_12.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,DOMAIN,5,1739,223,1646,1446,1516,4557,7749,120
HVAC,instance_1_12.pddl,DOMAIN,10,2359,179,2283,2080,2156,7810,13056,120
HVAC,instance_1_12.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_12.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,SIMU,1,1860,235,1784,1587,1658,6925,12737,130
HVAC,instance_1_13.pddl,SIMU,2,511,89,420,253,294,1567,2742,130
HVAC,instance_1_13.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,SIMU,5,664,172,589,403,456,5002,7487,130
HVAC,instance_1_13.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,PLAN,1,1889,235,1810,1605,1674,6925,12737,130
HVAC,instance_1_13.pddl,PLAN,2,1652,183,1573,1384,1442,5402,9924,130
HVAC,instance_1_13.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,PLAN,5,1668,208,1592,1397,1464,6994,12457,130
HVAC,instance_1_13.pddl,PLAN,10,2068,184,1993,1791,1865,7592,13833,130
HVAC,instance_1_13.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,DOMAIN,1,2679,363,2600,2400,2469,6812,12508,130
HVAC,instance_1_13.pddl,DOMAIN,2,2739,250,2662,2469,2531,6584,11860,130
HVAC,instance_1_13.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,DOMAIN,5,1976,241,1884,1698,1751,4877,8360,130
HVAC,instance_1_13.pddl,DOMAIN,10,2856,197,2760,2549,2624,8782,14667,130
HVAC,instance_1_13.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_13.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,SIMU,1,2400,234,2324,2119,2191,6868,12662,140
HVAC,instance_1_14.pddl,SIMU,2,516,92,425,261,296,693,1419,140
HVAC,instance_1_14.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,SIMU,5,745,178,667,484,535,5581,8326,140
HVAC,instance_1_14.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,PLAN,1,2448,234,2354,2147,2226,6868,12662,140
HVAC,instance_1_14.pddl,PLAN,2,2173,193,2081,1896,1951,5873,10744,140
HVAC,instance_1_14.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,PLAN,5,2253,223,2157,1942,2020,5619,10051,140
HVAC,instance_1_14.pddl,PLAN,10,2308,189,2232,2028,2102,6534,11980,140
HVAC,instance_1_14.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,DOMAIN,1,3323,372,3246,3041,3114,6547,12061,140
HVAC,instance_1_14.pddl,DOMAIN,2,3762,265,3669,3469,3531,6913,12450,140
HVAC,instance_1_14.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,DOMAIN,5,2520,259,2442,2246,2306,4415,7476,140
HVAC,instance_1_14.pddl,DOMAIN,10,3475,203,3399,3176,3266,7658,12861,140
HVAC,instance_1_14.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_14.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,SIMU,1,2874,249,2798,2595,2667,6892,12758,150
HVAC,instance_1_15.pddl,SIMU,2,572,98,475,309,343,701,1457,150
HVAC,instance_1_15.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,SIMU,5,874,192,798,603,667,6242,9303,150
HVAC,instance_1_15.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,PLAN,1,3294,249,3216,3024,3085,6892,12758,150
HVAC,instance_1_15.pddl,PLAN,2,2546,206,2452,2246,2318,6413,11732,150
HVAC,instance_1_15.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,PLAN,5,2467,238,2389,2181,2259,6326,11304,150
HVAC,instance_1_15.pddl,PLAN,10,3129,202,3053,2846,2922,6976,12790,150
HVAC,instance_1_15.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,DOMAIN,1,3766,397,3690,3480,3552,6572,12160,150
HVAC,instance_1_15.pddl,DOMAIN,2,4240,283,4164,3941,4024,7284,13166,150
HVAC,instance_1_15.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,DOMAIN,5,2964,278,2872,2680,2735,4588,7757,150
HVAC,instance_1_15.pddl,DOMAIN,10,4484,217,4408,4189,4270,8123,13613,150
HVAC,instance_1_15.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_15.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,SIMU,1,3583,266,3504,3281,3365,7845,14477,160
HVAC,instance_1_16.pddl,SIMU,2,635,104,537,368,397,711,1499,160
HVAC,instance_1_16.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,SIMU,5,994,206,916,719,783,6866,10218,160
HVAC,instance_1_16.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,PLAN,1,3515,266,3440,3219,3305,7845,14477,160
HVAC,instance_1_16.pddl,PLAN,2,3296,219,3219,3013,3084,6856,12528,160
HVAC,instance_1_16.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,PLAN,5,3370,253,3292,3073,3156,6567,11761,160
HVAC,instance_1_16.pddl,PLAN,10,3883,215,3801,3574,3665,7473,13707,160
HVAC,instance_1_16.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,DOMAIN,1,5015,424,4922,4688,4779,7678,14097,160
HVAC,instance_1_16.pddl,DOMAIN,2,5213,301,5137,4925,4997,7650,13812,160
HVAC,instance_1_16.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,DOMAIN,5,3607,297,3514,3302,3371,4991,8444,160
HVAC,instance_1_16.pddl,DOMAIN,10,5401,231,5321,5098,5183,8775,14766,160
HVAC,instance_1_16.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_16.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,SIMU,1,5590,277,5512,5299,5371,7858,14540,170
HVAC,instance_1_17.pddl,SIMU,2,723,111,632,465,493,742,1596,170
HVAC,instance_1_17.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,SIMU,5,1202,214,1126,932,989,6846,10196,170
HVAC,instance_1_17.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,PLAN,1,4731,277,4637,4410,4500,7858,14540,170
HVAC,instance_1_17.pddl,PLAN,2,4454,230,4359,4141,4221,7260,13260,170
HVAC,instance_1_17.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,PLAN,5,4146,264,4054,3841,3918,6571,11779,170
HVAC,instance_1_17.pddl,PLAN,10,5170,226,5091,4859,4951,7337,13469,170
HVAC,instance_1_17.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,DOMAIN,1,5573,445,5480,5249,5337,7692,14163,170
HVAC,instance_1_17.pddl,DOMAIN,2,6001,317,5922,5688,5780,7935,14337,170
HVAC,instance_1_17.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,DOMAIN,5,4249,313,4173,3946,4032,5014,8495,170
HVAC,instance_1_17.pddl,DOMAIN,10,6256,243,6177,5927,6033,8643,14544,170
HVAC,instance_1_17.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_17.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,SIMU,1,5848,292,5769,5543,5625,7882,14636,180
HVAC,instance_1_18.pddl,SIMU,2,786,118,693,519,552,843,1759,180
HVAC,instance_1_18.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,SIMU,5,1243,221,1164,955,1024,6924,10344,180
HVAC,instance_1_18.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,PLAN,1,5862,292,5784,5551,5643,7882,14636,180
HVAC,instance_1_18.pddl,PLAN,2,4940,243,4846,4633,4705,7424,13589,180
HVAC,instance_1_18.pddl,PLAN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,PLAN,5,4874,279,4795,4573,4650,7031,12587,180
HVAC,instance_1_18.pddl,PLAN,10,5479,239,5401,5159,5261,7702,14138,180
HVAC,instance_1_18.pddl,PLAN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,PLAN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,DOMAIN,1,6882,470,6799,6565,6649,7716,14259,180
HVAC,instance_1_18.pddl,DOMAIN,2,7325,335,7248,7000,7100,8101,14666,180
HVAC,instance_1_18.pddl,DOMAIN,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,DOMAIN,5,4774,329,4692,4478,4543,5176,8749,180
HVAC,instance_1_18.pddl,DOMAIN,10,7525,257,7448,7209,7301,9084,15291,180
HVAC,instance_1_18.pddl,DOMAIN,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_18.pddl,DOMAIN,100,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_19.pddl,SIMU,1,5942,309,5849,5628,5709,8764,16213,190
HVAC,instance_1_19.pddl,SIMU,2,875,124,784,601,640,1222,2351,190
HVAC,instance_1_19.pddl,SIMU,3,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_19.pddl,SIMU,5,1571,229,1475,1276,1326,7278,10874,190
HVAC,instance_1_19.pddl,SIMU,10,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_19.pddl,SIMU,50,UNSAT,-,-,-,-,-,-,-
HVAC,instance_1_19.pddl,SIMU,100,UNSAT,-,-,-,-,-,-,-
